cluster,ID,title,author,number,volume,journal,grobid-version,file,ENTRYTYPE,year,doi,note,__orig_index
68,0000000106,J ournal of the A I S ssociation for nformation ystems,"Paper, Research and Park, Youngki and Sawy, Omar A El and Fiss, Peer C",9,18,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/18_9/ParkSawyFiss2017.pdf,article,2017,,,103
68,0000000434,J ournal of the A I S ssociation for nformation ystems,"Saunders, Carol and Brown, Susan A and Bygstad, Bendik and Dennis, Alan R and Ferran, Carlos and Galletta, Dennis and Katz, Joseph M and Liang, Ting-Peng and Lowry, Paul Benjamin and Recker, Jan and Sarker, Suprateek",9,18,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/18_9/SaundersBrownBygstadEtAl2017.pdf,article,2017,,,420
69,0000000022,Journal of the Association for Information,"Vance, Anthony and Anderson, Bonnie Brinton and Kirwan, C. Brock and Eargle, David",10,15,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/15_10/VanceAndersonKirwanEtAl2014.pdf,article,,,,19
69,0000000228,Journal of the Association for Information Special Issue,"Léger, Pierre-Majorique and Montréal, Hec and Sénecal, Sylvain and Ortiz De Guinea, Ana and Titah, Ryad and Fredette, Marc and Research, Systems",10,15,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/15_10/LegerSenecalCourtemancheEtAl2014.pdf,article,,,,220
69,0000000249,Journal of the Association for Information,"Hill, Kevin and Ortiz De Guinea, Ana and Thatcher, Jason and Grover, Varun and Tams, Stefan",10,15,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/15_10/TamsHilldeGuineaEtAl2014.pdf,article,,,,240
69,0000000585,Journal of the Association for Information,"Riedl, René and Davis, Fred D and Hevner, Alan R and Barki, Henri and Chatterjee, Samir and Dennis, Alan and Gefen, David and Léger, Pierre-Majorique and Randolph, Adriane and Walden, Eric and Walton, Sam M",10,15,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/15_10/RiedlDavisHevner2014.pdf,article,,,,566
70,0000000084,Journal of the Association for Information,"Richardson, Sandra and Kettinger, William J and Banks, Michael Shane and Quintana, Yuri",1,15,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/15_1/RichardsonKettingerBanksEtAl2014.pdf,article,,,,81
70,0000000379,Journal of the Association for Information,"Legoux, Renaud and Montreal, Hec and Leger, Pierre-Majorique and Robert, Jacques and Boyer, Martin and Gregor, Shirley",1,15,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/15_1/LegouxLegerRobertEtAl2014.pdf,article,,,,366
71,0000000157,Journal of the Association for Information,"Sanner, Terje Aksel and Davis, Tiwonge and Nielsen, Petter",4,15,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/15_4/SannerMandaNielsen2014.pdf,article,,,,152
71,0000000250,Journal of the Association for Information,"Grisot, Miria and Hanseth, Ole and Thorseng, Anne Asmyr and Pollock, Neil",4,15,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/15_4/GrisotHansethThorseng2014.pdf,article,,,,241
71,0000000540,Journal of the Association for Information,"Silsand, Line and Ellingsen, Gunnar",4,15,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/15_4/SilsandEllingsen2014.pdf,article,,,,522
72,0000000316,Journal of the Association for Information,"Grytten, Petter and Østerlie, Thomas and Haavik, Torgeir Kolstø",5,15,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/15_5/AlmklovOsterlieHaavik2014.pdf,article,,,,304
72,0000000376,Journal of the Association for Information,"Kaniadakis, Antonios and Constantinides, Panos",5,15,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/15_5/KaniadakisConstantinides2014.pdf,article,,,,363
72,0000000552,Journal of the Association for Information,"Ribes, David and Polk, Jessica Beth and Monteiro, Eric",5,15,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/15_5/RibesPolk2014.pdf,article,,,,534
73,0000000438,Journal of the Association for Information,"Arbore, Alessandro and Bocconi, Sda and Soscia, Isabella and Bagozzi, Richard P",2,15,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/15_2/ArboreSosciaBagozzi2014.pdf,article,,,,424
73,0000000521,Journal of the Association for Information,"Strong, Diane M and Johnson, Sharon A and Tulu, Bengisu and Trudel, John and Volkoff, Olga and Pelletier, Lori R and Garber, Lawrence",2,15,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/15_2/StrongVolkoffJohnsonEtAl2014.pdf,article,,,,504
74,0000000448,Journal of the Association for Information,"Wang, Chingning and Kaarst-Brown, Michelle L",3,15,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/15_3/WangKaarstBrown2014.pdf,article,,,,433
74,0000000728,Journal of the Association for Information,"Klecun, Ela and Lichtner, Valentina and Cornford, Tony and Petrakaki, Dimitra",3,15,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/15_3/KlecunLichtnerCornfordEtAl2014.pdf,article,,,,706
75,0000000023,Journal of the Association for Information,"Torkar, Richard and Minoves, Pau and Garrigós, Janina and Wade, Michael and Crowston, Kevin",1,12,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/12_1/TorkarMinovesGarrigos2011.pdf,article,,,,20
75,0000000085,Journal of the Association for Information Abstract Research Article,"Santos, Brian L Dos and Patel, Pankaj C and D'souza, Rodney R",1,12,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/12_1/DosSantosPatelDSouza2011.pdf,article,,,,82
75,0000000530,Journal of the Association for Information Abstract Research Article,"Li, Xiaolin and Troutt, Marvin D and Brandyberry, Alan and Wang, Tuo and Katz, Joseph M",1,12,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/12_1/LiTrouttBrandyberryEtAl2011.pdf,article,,,,513
75,0000000566,Journal of the Association for Information Abstract Research Article,"Wells, John D and Parboteeah, Veena and Valacich, Joseph S",1,12,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/12_1/WellsParboteeahValacich2011.pdf,article,,,,548
76,0000000078,Journal of the Association for Information,"Wu, Ing-Long and Hu, Ya-Ping",12,13,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/13_12/WuHu2012.pdf,article,,,,75
76,0000000384,Journal of the Association for Information,"Browne, Glenn J and Parsons, Jeffrey and Gregor, Shirley",12,13,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/13_12/BrowneParsons2012.pdf,article,,,,371
76,0000000668,Journal of the Association for Information,"Liu, Liping and Li, Chan and Zhu, Dan and Liu, / and Nomological and Trust",12,13,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/13_12/LiuLiZhu2012.pdf,article,,,,647
77,0000000086,Journal of the Association for Information,"Staehr, Lorraine and Shanks, Graeme and Seddon, Peter B",6,13,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/13_6/StaehrShanksSeddon2012.pdf,article,,,,83
77,0000000605,Journal of the Association for Information,"Dibbern, Jens and Chin, Wynne W and Heinzl, Armin",6,13,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/13_6/DibbernChinHeinzl2012.pdf,article,,,,585
77,0000000669,Journal of the Association for Information,"Kuechler, William and Vaishnavi, Vijay",6,13,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/13_6/KuechlerJrVaishnavi2012.pdf,article,,,,648
78,0000000161,Journal of the Association for Information,"Soper, Daniel S and Demirkan, Haluk and Goul, Michael and St, Robert and Louis",3,13,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/13_3/SoperDemirkanGoulEtAl2012.pdf,article,,,,156
78,0000000233,Journal of the Association for Information,"Wu, Philip Fei",3,13,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/13_3/Wu2012.pdf,article,,,,225
78,0000000710,Journal of the Association for Information,"Nazir, Salman and Pinsonneault, Alain",3,13,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/13_3/NazirPinsonneault2012.pdf,article,,,,689
79,0000000162,Journal of the Association for Information,"Stahl, Bernd Carsten",8,13,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/13_8/Stahl2012.pdf,article,,,,157
79,0000000223,Journal of the Association for Information,"Man, Cindy and Cheung, Yee and Sia, Choon-Ling and Kuan, Kevin K Y and Choon, Ling and Sia",8,13,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/13_8/CheungSiaKuan2012.pdf,article,,,,215
80,0000000279,Journal of the Association for Information,"Kock, Ned and Lynn, Gary S",7,13,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/13_7/KockLynn2012.pdf,article,,,,268
80,0000000402,Journal of the Association for Information,"Choi, Byounggu and Lee, Jae-Nam",7,13,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/13_7/ChoiLee2012.pdf,article,,,,389
80,0000000708,Journal of the Association for Information,"Jewer, Jennifer and Mckay, Kenneth N",7,13,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/13_7/JewerMcKay2012.pdf,article,,,,687
81,0000000509,Journal of the Association for Information,"Lankton, Nancy K and Mcknight, Harrison D and Bernard, *. and Harrison, D.",2,13,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/13_2/LanktonMcKnight2012.pdf,article,,,,492
81,0000000730,Journal of the Association for Information,"Li, Linjing and Zeng, Daniel and Zhao, Huimin",2,13,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/13_2/LiZengZhao2012.pdf,article,,,,708
82,0000000281,Journal of the Association for Information Abstract Research Perspective,"Niederman, Fred and March, Salvatore and Gregor, Shirley",6,15,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/15_6/NiedermanMarch2014.pdf,article,,,,270
82,0000000677,Journal of the Association for Information,"Rosenkranz, Christoph and Vranešić, Helena and Holten, Roland",6,15,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/15_6/RosenkranzVranesicHolten2014.pdf,article,,,,656
83,0000000092,Journal of the Association for Information Systems Special Issue,"Poole, Marshall Scott and Cummings, Jonathon N",10,9,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/9_10/PooleCummings2008.pdf,article,,,,89
83,0000000657,Journal of the Association for Information Systems Abstract Special Issue,"Markus, M. Lynne and Silver, Mark S and Desanctis, Gerardine and Poole, Marshall Scott and Cummings, Jonathon",10,9,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/9_10/MarkusSilver2008.pdf,article,,,,637
84,0000000334,Journal of the Association for Information Systems Abstract Special Issue,"Legner, Christine and Schemm, Jan and March, Sal and Raghu, T. S and Vinze, Ajay",4,9,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/9_4/SchemmLegner2008.pdf,article,,,,321
84,0000000450,Journal of the Association for Information Systems Special Issue,"March, Sal and Raghu, T. S and Carey, W. P and Vinze, Ajay",4,9,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/9_4/VinzeMarchRaghu2008.pdf,article,,,,435
85,0000000582,Journal of the Association for Information Abstract Research Perspective,"Vuorinen, Jukka and Tetri, Pekka",9,13,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/13_9/VuorinenTetri2012.pdf,article,,,,563
85,0000000686,Journal of the Association for Information,"Milton, Simon K and Rajapakse, Jayantha and Weber, Ron",9,13,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/13_9/MiltonRajapakseWeber2012.pdf,article,,,,665
86,0000000021,Journal of the Association for Information,"Al-Natour, Sameh and Benbasat, Izak and Cenfetelli, Ron",5,12,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/12_5/AlNatourBenbasatCenfetelli2011.pdf,article,,,,18
86,0000000359,Journal of the Association for Information Abstract Research Article,"Balijepally, Venugopal and Mangalaraj, George and Iyengar, Kishen",5,12,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/12_5/BalijepallyMangalarajIyengar2011.pdf,article,,,,346
87,0000000447,Journal of the Association for Information Abstract Research Perspective,"Arnott, David and Pervan, Graham",11,13,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/13_11/ArnottPervan2012.pdf,article,,,,432
87,0000000575,Journal of the Association for Information,"Koh, Tat Koon and Fichman, Mark and Kraut, Robert E",11,13,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/13_11/KohFichmanKraut2012.pdf,article,,,,556
88,0000000476,Journal of the Association for Information,"Montealegre, Ramiro and Hovorka, Dirk and Germonprez, Matt",9,15,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/15_9/MontealegreHovorkaGermonprez2014.pdf,article,,,,460
88,0000000628,Journal of the Association for Information Research Perspective,"Porra, Jaana and Hirschheim, Rudy and Parks, Michael S",9,15,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/15_9/PorraHirschheimParks2014.pdf,article,,,,608
