cluster,ID,title,author,number,volume,journal,grobid-version,file,ENTRYTYPE,year,doi,note,__orig_index
1,0000000007,J ournal of the A I S ssociation for nformation ystems,"Paper, Research and Gleasure, Rob and Feller, Joseph",10,17,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/17_10/GleasureFeller2016.pdf,article,2016,,,4
1,0000000462,J ournal of the A I S ssociation for nformation ystems,"Paper, Research and Deng, Nancy and Joshi, K. D and Nancy, Annual Meeting",10,17,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/17_10/DengJoshi2016.pdf,article,2016,,,446
1,0000000526,J ournal of the A I S ssociation for nformation ystems,"Paper, Research and Vijayasarathy, Leo and Casterella, Gretchen Irwin",10,17,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/17_10/VijayasarathyCasterella2016.pdf,article,2016,,,509
2,0000000147,J ournal of the A I S ssociation for nformation ystems,"Paper, Research and Tripp, John F and Riemenschneider, Cindy and Thatcher, Jason B and Riemenschneider, Cynthia K",4,17,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/17_4/TrippRiemenschneiderThatcher2016.pdf,article,2016,,,143
2,0000000257,J ournal of the A I S ssociation for nformation ystems,"Paper, Research and Cram, W. Alec and Brohman, Kathryn and Gallupe, R. Brent and Brohman, M. Kathryn",4,17,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/17_4/CramBrohmanGallupe2016.pdf,article,2016,,,247
3,0000000212,J ournal of the A I S ssociation for nformation ystems,"Paper, Research and Venkatesh, Viswanath and Thong, James Y L and Xu, Xin",5,17,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/17_5/VenkateshThongXu2016.pdf,article,2016,,,205
3,0000000702,J ournal of the A I S ssociation for nformation ystems,"Paper, Research and Luo, Jifeng and Fan, Ming and Zhang, Han",5,17,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/17_5/LuoFanZhang2016.pdf,article,2016,,,681
4,0000000230,J ournal of the A I S ssociation for nformation ystems,"Paper, Research and Mohan, Blooma and Yeow, Alton and Chua, Kuan and Hoe, Dion and Goh, Lian and Wickramasinghe, Nilmini and Chua, Alton Y K and Goh, Dion",9,17,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/17_9/JohnChuaGohEtAl2016.pdf,article,2016,,,222
4,0000000319,J ournal of the A I S ssociation for nformation ystems,"Paper, Research and Tallon, Paul P and Huntsman, Jon M and Coltman, Tim and Sharma, Rajeev and Queiroz, Magno and South, Wales and Rajeev",9,17,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/17_9/TallonQueirozColtmanEtAl2016.pdf,article,2016,,,307
4,0000000415,J ournal of the A I S ssociation for nformation ystems,"Paper, Research and Brown, Susan A and Fuller, Robert M and Thatcher, Sherry M B",9,17,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/17_9/BrownFullerThatcher2016.pdf,article,2016,,,402
5,0000000295,J ournal of the A I S ssociation for nformation ystems,"Paper, Research and Young, Brett W and Mathiassen, Lars and Davidson, Elizabeth",7,17,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/17_7/YoungMathiassenDavidson2016.pdf,article,2016,,,284
5,0000000661,J ournal of the A I S ssociation for nformation ystems,"Paper, Research and Venkatesh, Viswanath and Brown, Susan A and Sullivan, Yulia W",7,17,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/17_7/VenkateshBrownSullivan2016.pdf,article,2016,,,641
6,0000000309,J ournal of the A I S ssociation for nformation ystems,"Paper, Research and Hong, Yili and Huang, Ni and Burtch, Gord and Li, Chunxiao",11,17,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/17_11/HongHuangBurtchEtAl2016.pdf,article,2016,,,298
6,0000000584,J ournal of the A I S ssociation for nformation ystems,"Paper, Research and Wang, Jingguo and Li, Yuan and Rao, H. Raghav",11,17,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/17_11/WangLiRao2016.pdf,article,2016,,,565
7,0000000331,J ournal of the A I S ssociation for nformation ystems,"Paper, Research and Cuellar, Michael J and Takeda, Hirotoshi and Vidgen, Richard and Truex, Duane",1,17,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/17_1/CuellarTakedaVidgenEtAl2016.pdf,article,2016,,,318
7,0000000409,J ournal of the A I S ssociation for nformation ystems,"Paper, Research and Wall, Jeffrey D and Lowry, Paul Benjamin and Barlow, Jordan B",1,17,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/17_1/WallLowryBarlow2016.pdf,article,2016,,,396
7,0000000709,J ournal of the A I S ssociation for nformation ystems,"Crowston, Kevin",1,17,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/17_1/Crowston2016.pdf,article,2016,,,688
7,0000000712,J ournal of the A I S ssociation for nformation ystems,"Cuellar, Michael J and Takeda, Hirotoshi and Vidgen, Richard and Truex, Duane",1,17,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/17_1/CuellarTakedaVidgenEtAl2016a.pdf,article,2016,,,691
8,0000000320,J ournal of the A I S ssociation for nformation ystems,"Abbasi, Ahmed and Sarker, Suprateek and Chiang, Roger H L and Lindner, Carl H",2,17,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/17_2/AbbasiSarkerChiang2016.pdf,article,2016,,,308
8,0000000339,J ournal of the A I S ssociation for nformation ystems,"Paper, Research and Pouloudi, Nancy and Currie, Wendy and Whitley, Edgar A",2,17,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/17_2/PouloudiCurrieWhitley2016.pdf,article,2016,,,326
8,0000000361,J ournal of the A I S ssociation for nformation ystems,"Paper, Research and Dawson, Greg and Carey, W. P and Watson, Richard T and Boudreau, Marie-Claude and Pitt, Leyland F",2,17,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/17_2/DawsonWatsonBoudreauEtAl2016.pdf,article,2016,,,348
9,0000000024,J ournal of the A I S ssociation for nformation ystems,"Paper, Research and Nishant, Rohit and Teo, Thompson S H and Goh, Mark and Goh, Competition Mark",8,18,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/18_8/NishantTeoGoh2017.pdf,article,2017,,,21
9,0000000616,J ournal of the A I S ssociation for nformation ystems,"Paper, Research and Muller, Y. M and Cheung and Hong, Weiyin and Thong, James Y L",8,18,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/18_8/CheungHongThong2017.pdf,article,2017,,,596
9,0000000671,J ournal of the A I S ssociation for nformation ystems,"Paper, Research and Rehm, Sven-Volker and Goel, Lakshmi and Junglas, Iris and Management",8,18,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/18_8/RehmGoelJunglas2017.pdf,article,2017,,,650
10,0000000048,J ournal of the A I S ssociation for nformation ystems,"Paper, Research and Bernardi, Roberta and Constantinides, Panos and Nandhakumar, Joe",2,18,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/18_2/BernardiConstantinidesNandhakumar2017.pdf,article,2017,,,45
10,0000000278,J ournal of the A I S ssociation for nformation ystems,"Paper, Research and Salehan, Mohammad and Kim, Dan J and Kim, Changsu",2,18,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/18_2/SalehanKimKim2017.pdf,article,2017,,,267
10,0000000304,J ournal of the A I S ssociation for nformation ystems,"Paper, Research and Xu, David Jingjun and Abdinnour, Sue and Chaparro, Barbara",2,18,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/18_2/XuAbdinnourChaparro2017.pdf,article,2017,,,293
11,0000000170,J ournal of the A I S ssociation for nformation ystems,"Paper, Research and Shafiq Khan, Sarah and Zhao, Kexin and Kumar, Ram L and Stylianou, Antonis and Khan, Sarah S and Kong, Hong and Zhao, Taiwan Kexin",5,18,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/18_5/KhanZhaoKumarEtAl2017.pdf,article,2017,,,163
11,0000000266,J ournal of the A I S ssociation for nformation ystems,"Paper, Research and Arazy, Ofer and Kopak, Rick and Hadar, Irit",5,18,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/18_5/ArazyKopakHadar2017.pdf,article,2017,,,256
12,0000000256,J ournal of the A I S ssociation for nformation ystems,"Paper, Research and Van Looy, Amy and Poels, Geert and Snoeck, Monique and Leuven, K. U",6,18,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/18_6/VanLooyPoelsSnoeck2017.pdf,article,2017,,,246
12,0000000487,J ournal of the A I S ssociation for nformation ystems,"Paper, Research and Liang, Huigang and Xue, Yajiong and Zhang, Zhiruo",6,18,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/18_6/LiangXueZhang2017.pdf,article,2017,,,471
13,0000000204,J ournal of the A I S ssociation for nformation ystems,"Paper, Research and Warkentin, Merrill and Goel, Sanjay and Menard, Philip",11,18,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/18_11/WarkentinGoelMenard2017.pdf,article,,,,197
13,0000000357,J ournal of the A I S ssociation for nformation ystems,"Paper, Research and Wu, Yi and Choi, Ben and Guo, Xitong and Klarissa, Ting-Ting and Chang",11,18,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/18_11/WuChoiGuoEtAl2017.pdf,article,2017,,,344
13,0000000507,J ournal of the A I S ssociation for nformation ystems,"Paper, Research and Molnar, Wolfgang Alfred and Nandhakumar, Joe and Stacey, Patrick",11,18,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/18_11/MolnarNandhakumarStacey2017.pdf,article,2017,,,490
14,0000000198,J ournal of the A I S ssociation for nformation ystems,"Paper, Research and Goel, Sanjay and Williams, Kevin and Dincelli, Ersin",1,18,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/18_1/GoelWilliamsDincelli2017.pdf,article,,,,191
14,0000000377,J ournal of the A I S ssociation for nformation ystems,"Paper, Research and Machado, Fernando S and Sainam, Preethika and Raghu, T. S and Sinha, Rajiv",1,18,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/18_1/MachadoRaghuSainamEtAl2017.pdf,article,2017,,,364
14,0000000449,J ournal of the A I S ssociation for nformation ystems,"Paper, Research and Kordzadeh, Nima and Warren, John",1,18,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/18_1/KordzadehWarren2017.pdf,article,2017,,,434
15,000889,Sensing the Future: A Design Framework for Context-Aware Sensing the Future: A Design Framework for Context-Aware Predictive Systems Predictive Systems,"Avital, Michel and Chatterjee, Samir and Furtak, Szymon",4,24,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.2,data/pdfs/24_4/Sensing the Future_ A Design Framework for  Context-Aware Predict.pdf,article,,10.17705/1JAIS.00821,,836
15,000963,Sensing the Future: A Design Framework for Context-Aware Sensing the Future: A Design Framework for Context-Aware Predictive Systems Predictive Systems,"Avital, Michel and Chatterjee, Samir and Furtak, Szymon",5,24,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.2,data/pdfs/24_5/Sensing the Future_ A Design Framework for  Context-Aware Predict.pdf,article,,10.17705/1JAIS.00821,,910
16,0000000016,J ournal of the A I S ssociation for nformation ystems,"Paper, Research and Khatri, Vijay and Vessey, Iris",12,17,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/17_12/KhatriVessey2016.pdf,article,,,,13
16,0000000612,J ournal of the A I S ssociation for nformation ystems,"Paper, Research and Vitharana, Padmal and Zahedi, Fatemeh Mariam and Jain, Hemant K",12,17,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/17_12/VitharanaZahediJain2016.pdf,article,2016,,,592
17,0000000040,J ournal of the A I S ssociation for nformation ystems,"Paper, Research and Kulkarni, Uday R and Robles-Flores, José Antonio and Popovič, Aleš and Antonio, José",7,18,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/18_7/KulkarniRoblesFloresPopovic2017.pdf,article,,,,37
17,0000000391,J ournal of the A I S ssociation for nformation ystems,"Paper, Research and Crossler, Robert E and Posey, Clay",7,18,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/18_7/CrosslerPosey2017.pdf,article,,,,378
18,0000000177,J ournal of the A I S ssociation for nformation ystems,"Paper, Research and Hariharan, Anuja and Thomas, Marc and Adam, Philipp and Dorner, Verena and Lux, Ewa and Müller, Marius B and Pfeiffer, Jella and Weinhardt, Christof and Adam, Marc T P",4,18,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/18_4/HariharanAdamDornerEtAl2017.pdf,article,,,,170
18,0000000637,J ournal of the A I S ssociation for nformation ystems,"Paper, Research and Chatla, Suneel Babu and Shmueli, Galit",4,18,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/18_4/ChatlaShmueli2017.pdf,article,2017,,,617
18,0000000715,J ournal of the A I S ssociation for nformation ystems,"Paper, Research and Lukyanenko, Roman and Parsons, Jeffrey and Wiersma, Yolanda and Wachinger, Gisela and Huber, Benjamin and Meldt, Robert",4,18,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/18_4/LukyanenkoParsonsWiersmaEtAl2017.pdf,article,,,,694
19,0000000227,J ournal of the A I S ssociation for nformation ystems,"Paper, Research and Warkentin, Merrill and Walden, Eric and Johnston, Allen C and William, Detmar and Mis, Straub",3,17,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/17_3/WarkentinWaldenJohnstonEtAl2016.pdf,article,,,,219
19,0000000241,J ournal of the A I S ssociation for nformation ystems,"Paper, Research and Dennis, Alan R and Minas, Randall K and Lockwood, Nicholas S",3,17,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/17_3/DennisMinasLockwood2016.pdf,article,2016,,,233
20,0000000260,J ournal of the A I S ssociation for nformation ystems,"Paper, Research and Lee, Younghwa and Chen, Andrew N K and Hess, Traci J and Quarterly, Mis",3,18,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/18_3/LeeChenHess2017.pdf,article,,,,250
20,0000000442,J ournal of the A I S ssociation for nformation ystems,"Paper, Research and Müller, Sune Dueholm and Mathiassen, Lars and Saunders, Carol S and Franke, W. A and Kraemmergaard, Pernille",3,18,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/18_3/MullerMathiassenSaundersEtAl2017.pdf,article,,,,428
20,0000000604,J ournal of the A I S ssociation for nformation ystems,"Lyytinen, Kalle and Grover, Varun",3,18,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/18_3/LyytinenGrover2017.pdf,article,,,,584
21,0000000272,J ournal of the A I S ssociation for nformation ystems,"Paper, Research and Sun, Heshan and Fang, Yulin and Zou, Melody",6,17,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/17_6/SunFangZou2016.pdf,article,,,,261
21,0000000703,J ournal of the A I S ssociation for nformation ystems,"Paper, Research and Gaskin, James Eric and Lowry, Paul Benjamin and Hull, David M",6,17,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/17_6/GaskinLowryHull2016.pdf,article,2016,,,682
22,0000000370,J ournal of the A I S ssociation for nformation ystems,"Paper, Research and Bernardi, Roberta",12,18,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/18_12/Bernardi2017.pdf,article,,,,357
22,0000000395,J ournal of the A I S ssociation for nformation ystems,"Paper, Research and Holeman, Isaac and Barrett, Michael",12,18,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/18_12/HolemanBarrett2017.pdf,article,,,,382
22,0000000788,J ournal of the A I S ssociation for nformation ystems,"Paper, Research and Kelly, Séamas and Noonan, Camilla",12,18,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/18_12/KellyNoonan2017.pdf,article,2017,,,762
22,000789,J ournal of the A I S ssociation for nformation ystems,"Sahay, Sundeep and Kyaw, Maung and Urquhart, Cathy",12,18,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/18_12/SahaySeinUrquhart2017.pdf,article,,,,763
23,0000000029,Journal of the Association for Information,"Hirschheim, Rudy and Klein, Heinz K",4,13,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/13_4/HirschheimKlein2012.pdf,article,,,,26
23,0000000218,Journal of the Association for Information,"Grover, Varun",4,13,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/13_4/Grover2012.pdf,article,,,,210
23,0000000307,Journal of the Association for Information,"Buhl, Hans Ulrich and Müller, Günter and Fridgen, Gilbert and Röglinger, Maximilian",4,13,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/13_4/BuhlMullerFridgenEtAl2012.pdf,article,,,,296
23,0000000315,Journal of the Association for Information Special Issue,"Hirschheim, Rudy and Saunders, Carol and Straub, Detmar",4,13,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/13_4/HirschheimSaundersStraub2012.pdf,article,,,,303
23,0000000591,Journal of the Association for Information,"Davern, Michael J and Shaft, Teresa M and Te'eni, Dov",4,13,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/13_4/DavernShaftTeeni2012a.pdf,article,,,,572
24,000849,A Warning Approach to Mitigating Bandwagon Bias in Online Ratings: Theoretical Analysis and Experimental Investigations,"Wu, Ding and Guo, Xunhua and Wang, Yuejun and Chen, Guoqing",5,24,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/24_5/A Warning Approach to Mitigating Bandwagon Bias in Online Ratings.pdf,article,,10.17705/1JAIS.00817,,805
24,000868,A Warning Approach to Mitigating Bandwagon Bias in Online Ratings: Theoretical Analysis and Experimental Investigations,"Wu, Ding and Guo, Xunhua and Wang, Yuejun and Chen, Guoqing",4,24,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/24_4/A Warning Approach to Mitigating Bandwagon Bias in Online Ratings.pdf,article,,10.17705/1JAIS.00817,,819
25,000843,Security is Local: The Influence of the Immediate Workgroup on Security is Local: The Influence of the Immediate Workgroup on Information Security Information Security,"Wang, David and Durcikova, Alexandra and Dennis, Alan R and Lowry, Paul Benjamin",5,24,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/24_5/Security is Local_ The Influence of the Immediate Workgroup on In.pdf,article,,10.17705/1JAIS.00812,,802
25,000862,Security is Local: The Influence of the Immediate Workgroup on Security is Local: The Influence of the Immediate Workgroup on Information Security Information Security,"Wang, David and Durcikova, Alexandra and Dennis, Alan R and Lowry, Paul Benjamin",4,24,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/24_4/Security is Local_ The Influence of the Immediate Workgroup on In.pdf,article,,10.17705/1JAIS.00812,,816
26,000887,Product Differentiation in IT Industries: The Interplay between M&As and In-House Innovation and Exploitative Innovation Orientation,"Qi, Kangkang and Han, Sumin and Jeong, Yeasung and Rhamati, Pouya and Susarla, Anjana and Sambamurthy, Vallabh",4,24,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.2,data/pdfs/24_4/Product Differentiation in IT Industries_  The Interplay between.pdf,article,,10.17705/1JAIS.00828,,834
26,000961,Product Differentiation in IT Industries: The Interplay between M&As and In-House Innovation and Exploitative Innovation Orientation,"Qi, Kangkang and Han, Sumin and Jeong, Yeasung and Rhamati, Pouya and Susarla, Anjana and Sambamurthy, Vallabh",5,24,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.2,data/pdfs/24_5/Product Differentiation in IT Industries_  The Interplay between.pdf,article,,10.17705/1JAIS.00828,,908
27,000850,The Role of AI-Based Artifacts' Voice Capabilities for Agency Attribution,"Schmitt, Anuschka and Zierau, Naim and Janson, Andreas and Leimeister, Jan Marco",5,24,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/24_5/The Role of AI-Based Artifacts_ Voice Capabilities for Agency Att.pdf,article,,10.17705/1JAIS.00827,,806
27,000869,The Role of AI-Based Artifacts' Voice Capabilities for Agency Attribution,"Schmitt, Anuschka and Zierau, Naim and Janson, Andreas and Leimeister, Jan Marco",4,24,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/24_4/The Role of AI-Based Artifacts_ Voice Capabilities for Agency Att.pdf,article,,10.17705/1JAIS.00827,,820
28,000888,A Process for Managing Digital Transformation: An Organizational A Process for Managing Digital Transformation: An Organizational Inertia Perspective Inertia Perspective,"Kaganer, Evgeny ; and Gregory, Robert Wayne and Sarker, Suprateek and Wayne,",4,24,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.2,data/pdfs/24_4/A Process for Managing Digital Transformation_  An Organizational.pdf,article,,10.17705/1JAIS.00819,,835
28,000962,A Process for Managing Digital Transformation: An Organizational A Process for Managing Digital Transformation: An Organizational Inertia Perspective Inertia Perspective,"Kaganer, Evgeny ; and Gregory, Robert Wayne and Sarker, Suprateek and Wayne,",5,24,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.2,data/pdfs/24_5/A Process for Managing Digital Transformation_  An Organizational.pdf,article,,10.17705/1JAIS.00819,,909
29,0000000008,Journal of the Association for Information,"Goh, Samuel and Wasko, Molly",10,13,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/13_10/GohWasko2012.pdf,article,,,,5
29,0000000027,Journal of the Association for Information Special Issue,"Boughzala, Imed and De Vreede, Gert-Jan and Limayem, Moez",10,13,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/13_10/BoughzaladeVreedeLimayem2012.pdf,article,,,,24
29,0000000236,Journal of the Association for Information Special Issue,"Boughzala, Imed and De Vreede, Gert-Jan and Limayem, Moez",10,13,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/13_10/Team Collaboration In Virtual Worlds Introduction To The Special Iss.pdf,article,,,,228
29,0000000533,Journal of the Association for Information,"Venkatesh, Viswanath and Windeler, Jaime B",10,13,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/13_10/VenkateshWindeler2012.pdf,article,,,,516
29,0000000626,Journal of the Association for Information,"Schmeil, Andreas and Eppler, Martin J",10,13,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/13_10/SchmeilEpplerdeFreitas2012.pdf,article,,,,606
29,0000000690,Journal of the Association for Information,"Nardon, Luciara and Aten, Kathryn",10,13,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/13_10/NardonAten2012.pdf,article,,,,669
30,0000000205,Journal of the Association for Information,"Wu, Shin-Yi and Banker, Rajiv D",6,11,Journal of the Association for Information Systems,lfoppiano/grobid:0.8.1,data/pdfs/11_6/WuBanker2010.pdf,article,,,,198
