cluster_id,id,title,author,doi
0,C_000200,Quo vadis TAM?,"Benbasat, Izak and Barki, Henri",10.17705/1JAIS.00126
0,C_000638,Introduction to the Special Issue on “Quo Vadis TAM – Issues and Reflections on Technology Acceptance Research”,"Hirschheim, Rudy",10.17705/1JAIS.00128
0,D_000125,Quo vadis TAM?,"Benbasat, Izak and Barki, Henri",
0,D_000132,"Introduction to the Special Issue on ""Quo Vadis TAM - Issues and Reflections on Technology Acceptance Research""","Hirschheim, Rudy",
1,C_000761,Same but Different: Variations in Reactions to Digital Transformation Within an Organizational Field,"Noesgaard, Mette Strange and Nielsen, Jeppe Agger and Jensen, Tina Blegind and Mathiassen, Lars",10.17705/1JAIS.00770
1,D_000742,Same but Different: Variations in Reactions to Digital Transformation Within an Organizational Field,"Noesgaard, Mette Strange and Nielsen, Jeppe Agger and Jensen, Tina Blegind and Mathiassen, Lars",
